word,score,sources,cefr_rank,taiwan_rank,corpus_rank
various,0.6884,"CEFR,Corpus,Taiwan",4.0,3849,880
analyse,0.6883,"CEFR,Taiwan",4.0,159,
beside,0.6883,"CEFR,Corpus,Taiwan",4.0,392,9426
welcome,0.6882,"CEFR,Corpus,Taiwan",4.0,3930,685
television,0.6882,"CEFR,Corpus,Taiwan",4.0,3554,1615
highlight,0.6881,"CEFR,Corpus,Taiwan",4.0,1768,6031
working,0.688,"CEFR,Corpus,Taiwan",4.0,3996,528
deny,0.6879,"CEFR,Corpus,Taiwan",4.0,1034,7851
snow,0.6878,"CEFR,Corpus,Taiwan",4.0,3293,2274
angrily,0.6878,"CEFR,Taiwan",4.0,166,
harm,0.6877,"CEFR,Corpus,Taiwan",4.0,1722,6159
ankle,0.6875,"CEFR,Taiwan",4.0,170,
annoy,0.6872,"CEFR,Taiwan",4.0,174,
annoyed,0.6871,"CEFR,Taiwan",4.0,175,
pregnant,0.687,"CEFR,Corpus,Taiwan",4.0,2731,3690
ride,0.6869,"CEFR,Corpus,Taiwan",4.0,3024,2968
successful,0.6868,"CEFR,Corpus,Taiwan",4.0,3459,1897
seat,0.6867,"CEFR,Corpus,Taiwan",4.0,3119,2740
extraordinary,0.6866,"CEFR,Corpus,Taiwan",4.0,1403,6982
yes,0.6865,"CEFR,Corpus,Taiwan",4.0,4034,484
weather,0.6865,"CEFR,Corpus,Taiwan",4.0,3918,771
anti-,0.6865,"CEFR,Taiwan",4.0,183,
anticipate,0.6864,"CEFR,Taiwan",4.0,184,
union,0.6864,"CEFR,Corpus,Taiwan",4.0,3784,1106
teacher,0.6864,"CEFR,Corpus,Taiwan",4.0,3539,1712
anxious,0.6863,"CEFR,Taiwan",4.0,186,
spirit,0.6863,"CEFR,Corpus,Taiwan",4.0,3351,2181
transfer,0.6862,"CEFR,Corpus,Taiwan",4.0,3693,1337
anxiously,0.6862,"CEFR,Taiwan",4.0,187,
machinery,0.6862,"CEFR,Corpus,Taiwan",4.0,2173,5094
consequence,0.6862,"CEFR,Corpus,Taiwan",4.0,828,8419
scheme,0.6861,"CEFR,Corpus,Taiwan",4.0,3101,2803
switch,0.686,"CEFR,Corpus,Taiwan",4.0,3505,1810
plot,0.6859,"CEFR,Corpus,Taiwan",4.0,2672,3870
obviously,0.6859,"CEFR,Corpus,Taiwan",4.0,2451,4417
sorry,0.6859,"CEFR,Corpus,Taiwan",4.0,3323,2263
secondary,0.6857,"CEFR,Corpus,Taiwan",4.0,3122,2766
apartfrom,0.6856,"CEFR,Taiwan",4.0,195,
dig,0.6855,"CEFR,Corpus,Taiwan",4.0,1092,7788
apologize,0.6855,"CEFR,Taiwan",4.0,197,
friendship,0.6854,"CEFR,Corpus,Taiwan",4.0,1576,6595
initially,0.6854,"CEFR,Corpus,Taiwan",4.0,1899,5799
obvious,0.685,"CEFR,Corpus,Taiwan",4.0,2450,4450
whether,0.6849,"CEFR,Corpus,Taiwan",4.0,3945,760
badly,0.6849,"CEFR,Corpus,Taiwan",4.0,327,9700
theory,0.6848,"CEFR,Corpus,Taiwan",4.0,3586,1649
frozen,0.6847,"CEFR,Corpus,Taiwan",4.0,1582,6604
pants,0.6847,"CEFR,Corpus,Taiwan",4.0,2556,4198
appoint,0.6847,"CEFR,Taiwan",4.0,208,
watch,0.6844,"CEFR,Corpus,Taiwan",4.0,3906,871
tree,0.6844,"CEFR,Corpus,Taiwan",4.0,3705,1369
reflect,0.6843,"CEFR,Corpus,Taiwan",4.0,2910,3336
loose,0.6841,"CEFR,Corpus,Taiwan",4.0,2147,5227
write,0.6841,"CEFR,Corpus,Taiwan",4.0,4014,614
approving,0.6841,"CEFR,Taiwan",4.0,216,
reform,0.684,"CEFR,Corpus,Taiwan",4.0,2911,3345
stream,0.6837,"CEFR,Corpus,Taiwan",4.0,3421,2094
awful,0.6836,"CEFR,Corpus,Taiwan",4.0,314,9775
young,0.6836,"CEFR,Corpus,Taiwan",4.0,4039,571
traffic,0.6835,"CEFR,Corpus,Taiwan",4.0,3690,1435
float,0.6835,"CEFR,Corpus,Taiwan",4.0,1518,6803
possibly,0.6832,"CEFR,Corpus,Taiwan",4.0,2708,3872
throughout,0.6831,"CEFR,Corpus,Taiwan",4.0,3621,1620
fever,0.6829,"CEFR,Corpus,Taiwan",4.0,1472,6935
plane,0.6829,"CEFR,Corpus,Taiwan",4.0,2656,4010
recognition,0.6828,"CEFR,Corpus,Taiwan",4.0,2894,3426
push,0.6826,"CEFR,Corpus,Taiwan",4.0,2831,3587
window,0.6825,"CEFR,Corpus,Taiwan",4.0,3970,777
arriveat,0.6823,"CEFR,Taiwan",4.0,240,
weight,0.6822,"CEFR,Corpus,Taiwan",4.0,3929,887
themselves,0.6821,"CEFR,Corpus,Taiwan",4.0,3584,1745
largely,0.682,"CEFR,Corpus,Taiwan",4.0,2050,5537
meal,0.6819,"CEFR,Corpus,Taiwan",4.0,2232,5091
yet,0.6818,"CEFR,Corpus,Taiwan",4.0,4036,636
artificially,0.6818,"CEFR,Taiwan",4.0,246,
raise,0.6818,"CEFR,Corpus,Taiwan",4.0,2857,3551
trial,0.6817,"CEFR,Corpus,Taiwan",4.0,3707,1452
artistically,0.6816,"CEFR,Taiwan",4.0,249,
understand,0.6815,"CEFR,Corpus,Taiwan",4.0,3767,1312
soul,0.6815,"CEFR,Corpus,Taiwan",4.0,3326,2403
ashamed,0.6813,"CEFR,Taiwan",4.0,253,
relation,0.6813,"CEFR,Corpus,Taiwan",4.0,2929,3391
conclude,0.6811,"CEFR,Corpus,Taiwan",4.0,803,8648
asidefrom,0.681,"CEFR,Taiwan",4.0,257,
respond,0.681,"CEFR,Corpus,Taiwan",4.0,3000,3224
unique,0.6809,"CEFR,Corpus,Taiwan",4.0,3785,1287
defeat,0.6809,"CEFR,Corpus,Taiwan",4.0,1014,8135
requirement,0.6808,"CEFR,Corpus,Taiwan",4.0,2981,3277
asleep,0.6808,"CEFR,Taiwan",4.0,260,
moral,0.6808,"CEFR,Corpus,Taiwan",4.0,2323,4904
occupation,0.6808,"CEFR,Corpus,Taiwan",4.0,2455,4578
salt,0.6806,"CEFR,Corpus,Taiwan",4.0,3077,3047
nobody,0.6806,"CEFR,Corpus,Taiwan",4.0,2412,4691
knife,0.6804,"CEFR,Corpus,Taiwan",4.0,2034,5631
word,0.68,"CEFR,Corpus,Taiwan",4.0,3991,810
volume,0.6798,"CEFR,Corpus,Taiwan",4.0,3883,1082
trust,0.6798,"CEFR,Corpus,Taiwan",4.0,3716,1495
pen,0.6797,"CEFR,Corpus,Taiwan",4.0,2595,4269
transportation,0.6793,"CEFR,Corpus,Taiwan",4.0,3699,1552
replace,0.6793,"CEFR,Corpus,Taiwan",4.0,2965,3368
wide,0.6793,"CEFR,Corpus,Taiwan",4.0,3957,917
attendto,0.6792,"CEFR,Taiwan",4.0,282,
temperature,0.679,"CEFR,Corpus,Taiwan",4.0,3556,1916
flame,0.679,"CEFR,Corpus,Taiwan",4.0,1511,6971
juice,0.6789,"CEFR,Corpus,Taiwan",4.0,2005,5751
whole,0.6788,"CEFR,Corpus,Taiwan",4.0,3953,941
aunt,0.6783,"CEFR,Taiwan",4.0,294,
slightly,0.6778,"CEFR,Corpus,Taiwan",4.0,3278,2643
western,0.6778,"CEFR,Corpus,Taiwan",4.0,3935,1020
written,0.6777,"CEFR,Corpus,Taiwan",4.0,4019,815
beautifully,0.6775,"CEFR,Corpus,Taiwan",4.0,360,9864
harvest,0.6775,"CEFR,Corpus,Taiwan",4.0,1727,6487
awake,0.6772,"CEFR,Taiwan",4.0,309,
task,0.6771,"CEFR,Corpus,Taiwan",4.0,3534,2035
suggest,0.677,"CEFR,Corpus,Taiwan",4.0,3469,2199
awfully,0.6767,"CEFR,Taiwan",4.0,315,
awkward,0.6766,"CEFR,Taiwan",4.0,316,
awkwardly,0.6766,"CEFR,Taiwan",4.0,317,
pull,0.6765,"CEFR,Corpus,Taiwan",4.0,2823,3810
pleasure,0.6764,"CEFR,Corpus,Taiwan",4.0,2670,4192
speak,0.6764,"CEFR,Corpus,Taiwan",4.0,3337,2544
sleep,0.6763,"CEFR,Corpus,Taiwan",4.0,3273,2705
backward,0.6762,"CEFR,Taiwan",4.0,322,
backwards,0.6761,"CEFR,Taiwan",4.0,323,
valley,0.6759,"CEFR,Corpus,Taiwan",4.0,3841,1315
bad-tempered,0.6759,"CEFR,Taiwan",4.0,326,
baggage,0.6757,"CEFR,Taiwan",4.0,329,
courage,0.6756,"CEFR,Corpus,Taiwan",4.0,899,8595
bake,0.6756,"CEFR,Taiwan",4.0,330,
speech,0.6756,"CEFR,Corpus,Taiwan",4.0,3343,2557
dare,0.6753,"CEFR,Corpus,Taiwan",4.0,977,8413
remaining,0.6753,"CEFR,Corpus,Taiwan",4.0,2947,3546
speaker,0.6753,"CEFR,Corpus,Taiwan",4.0,3338,2580
bandage,0.6752,"CEFR,Taiwan",4.0,335,
passing,0.6751,"CEFR,Corpus,Taiwan",4.0,2578,4462
traditional,0.6751,"CEFR,Corpus,Taiwan",4.0,3688,1721
voice,0.6748,"CEFR,Corpus,Taiwan",4.0,3881,1252
baseon,0.6747,"CEFR,Taiwan",4.0,342,
encounter,0.6747,"CEFR,Corpus,Taiwan",4.0,1277,7693
pipe,0.6744,"CEFR,Corpus,Taiwan",4.0,2649,4312
possibility,0.6743,"CEFR,Corpus,Taiwan",4.0,2706,4175
thinking,0.6741,"CEFR,Corpus,Taiwan",4.0,3600,1972
signature,0.674,"CEFR,Corpus,Taiwan",4.0,3233,2882
fifty,0.6739,"CEFR,Corpus,Taiwan",4.0,1479,7218
trip,0.6739,"CEFR,Corpus,Taiwan",4.0,3710,1706
beak,0.6738,"CEFR,Taiwan",4.0,354,
useful,0.6738,"CEFR,Corpus,Taiwan",4.0,3830,1412
shape,0.6737,"CEFR,Corpus,Taiwan",4.0,3184,3012
straight,0.6737,"CEFR,Corpus,Taiwan",4.0,3415,2442
beard,0.6737,"CEFR,Taiwan",4.0,356,
rapid,0.6737,"CEFR,Corpus,Taiwan",4.0,2862,3809
transport,0.6736,"CEFR,Corpus,Taiwan",4.0,3698,1747
beatup,0.6735,"CEFR,Taiwan",4.0,358,
ordinary,0.6735,"CEFR,Corpus,Taiwan",4.0,2508,4690
writing,0.6732,"CEFR,Corpus,Taiwan",4.0,4018,968
becauseof,0.6732,"CEFR,Taiwan",4.0,363,
jury,0.6729,"CEFR,Corpus,Taiwan",4.0,2012,5934
seek,0.6728,"CEFR,Corpus,Taiwan",4.0,3132,3171
conscious,0.6726,"CEFR,Corpus,Taiwan",4.0,827,8872
brave,0.6726,"CEFR,Corpus,Taiwan",4.0,463,9772
wish,0.6725,"CEFR,Corpus,Taiwan",4.0,3978,1089
reservation,0.6725,"CEFR,Corpus,Taiwan",4.0,2988,3538
behave,0.6723,"CEFR,Taiwan",4.0,374,
valid,0.6722,"CEFR,Corpus,Taiwan",4.0,3840,1442
deserve,0.6721,"CEFR,Corpus,Taiwan",4.0,1051,8336
beleftover,0.6721,"CEFR,Taiwan",4.0,378,
believein,0.6718,"CEFR,Taiwan",4.0,381,
yellow,0.6717,"CEFR,Corpus,Taiwan",4.0,4033,983
belongto,0.6716,"CEFR,Taiwan",4.0,384,
bent,0.6716,"CEFR,Corpus,Taiwan",4.0,391,9985
unless,0.6715,"CEFR,Corpus,Taiwan",4.0,3794,1577
sky,0.6714,"CEFR,Corpus,Taiwan",4.0,3272,2872
farming,0.6714,"CEFR,Corpus,Taiwan",4.0,1439,7402
sharp,0.6711,"CEFR,Corpus,Taiwan",4.0,3187,3091
relatively,0.6709,"CEFR,Corpus,Taiwan",4.0,2933,3727
woman,0.6707,"CEFR,Corpus,Taiwan",4.0,3984,1135
understanding,0.6707,"CEFR,Corpus,Taiwan",4.0,3768,1670
trading,0.6705,"CEFR,Corpus,Taiwan",4.0,3687,1878
vacation,0.6704,"CEFR,Corpus,Taiwan",4.0,3839,1504
wall,0.6704,"CEFR,Corpus,Taiwan",4.0,3892,1374
investigate,0.6703,"CEFR,Corpus,Taiwan",4.0,1954,6166
van,0.6702,"CEFR,Corpus,Taiwan",4.0,3845,1496
rice,0.6701,"CEFR,Corpus,Taiwan",4.0,3021,3534
vote,0.6701,"CEFR,Corpus,Taiwan",4.0,3884,1402
climb,0.6701,"CEFR,Corpus,Taiwan",4.0,708,9251
slow,0.6699,"CEFR,Corpus,Taiwan",4.0,3281,2901
invest,0.6697,"CEFR,Corpus,Taiwan",4.0,1953,6187
dump,0.6697,"CEFR,Corpus,Taiwan",4.0,1197,8056
biscuit,0.6696,"CEFR,Taiwan",4.0,411,
theme,0.6695,"CEFR,Corpus,Taiwan",4.0,3583,2168
bored,0.6694,"CEFR,Corpus,Taiwan",4.0,443,9929
bitter,0.6694,"CEFR,Taiwan",4.0,414,
bitterly,0.6693,"CEFR,Taiwan",4.0,415,
wedding,0.6691,"CEFR,Corpus,Taiwan",4.0,3922,1343
logical,0.6691,"CEFR,Corpus,Taiwan",4.0,2137,5754
principle,0.6691,"CEFR,Corpus,Taiwan",4.0,2756,4225
hardly,0.669,"CEFR,Corpus,Taiwan",4.0,1720,6787
warning,0.669,"CEFR,Corpus,Taiwan",4.0,3901,1398
win,0.6688,"CEFR,Corpus,Taiwan",4.0,3968,1240
bother,0.6687,"CEFR,Corpus,Taiwan",4.0,450,9936
vehicle,0.6686,"CEFR,Corpus,Taiwan",4.0,3854,1526
resistance,0.6686,"CEFR,Corpus,Taiwan",4.0,2992,3656
criterion,0.6685,"CEFR,Corpus,Taiwan",4.0,926,8767
blowout,0.6684,"CEFR,Taiwan",4.0,427,
blowup,0.6683,"CEFR,Taiwan",4.0,428,
reaction,0.6682,"CEFR,Corpus,Taiwan",4.0,2875,3960
producer,0.6682,"CEFR,Corpus,Taiwan",4.0,2775,4208
proud,0.6681,"CEFR,Corpus,Taiwan",4.0,2807,4132
unknown,0.6679,"CEFR,Corpus,Taiwan",4.0,3793,1702
boil,0.6678,"CEFR,Taiwan",4.0,435,
regard,0.6678,"CEFR,Corpus,Taiwan",4.0,2914,3876
bore,0.6673,"CEFR,Taiwan",4.0,442,
prefer,0.6673,"CEFR,Corpus,Taiwan",4.0,2729,4351
borrow,0.667,"CEFR,Taiwan",4.0,446,
sister,0.6666,"CEFR,Corpus,Taiwan",4.0,3253,3078
sweet,0.6665,"CEFR,Corpus,Taiwan",4.0,3502,2466
mrs,0.6662,"CEFR,Corpus,Taiwan",4.0,2342,5343
boyfriend,0.6662,"CEFR,Taiwan",4.0,457,
salary,0.6661,"CEFR,Corpus,Taiwan",4.0,3074,3537
midnight,0.666,"CEFR,Corpus,Taiwan",4.0,2273,5521
merely,0.6658,"CEFR,Corpus,Taiwan",4.0,2258,5564
burst,0.6657,"CEFR,Corpus,Taiwan",4.0,514,9876
ourselves,0.6656,"CEFR,Corpus,Taiwan",4.0,2522,4919
divide,0.6655,"CEFR,Corpus,Taiwan",4.0,1143,8328
breakin,0.6654,"CEFR,Taiwan",4.0,468,
rail,0.6654,"CEFR,Corpus,Taiwan",4.0,2853,4108
breakinto,0.6653,"CEFR,Taiwan",4.0,469,
concentrate,0.6653,"CEFR,Corpus,Taiwan",4.0,795,9196
breakoff,0.6652,"CEFR,Taiwan",4.0,470,
breakout,0.6652,"CEFR,Taiwan",4.0,471,
variety,0.6651,"CEFR,Corpus,Taiwan",4.0,3848,1657
breakup,0.6651,"CEFR,Taiwan",4.0,472,
personally,0.665,"CEFR,Corpus,Taiwan",4.0,2614,4712
breathe,0.6649,"CEFR,Taiwan",4.0,475,
breathein,0.6648,"CEFR,Taiwan",4.0,476,
breatheout,0.6647,"CEFR,Taiwan",4.0,477,
saving,0.6647,"CEFR,Corpus,Taiwan",4.0,3091,3544
spend,0.6645,"CEFR,Corpus,Taiwan",4.0,3346,2919
mood,0.6644,"CEFR,Corpus,Taiwan",4.0,2321,5454
brightly,0.6641,"CEFR,Taiwan",4.0,485,
envelope,0.6641,"CEFR,Corpus,Taiwan",4.0,1313,7956
theatre,0.6639,"CEFR,Corpus,Taiwan",4.0,3579,2362
bringback,0.6639,"CEFR,Taiwan",4.0,488,
bringdown,0.6638,"CEFR,Taiwan",4.0,489,
bringforward,0.6638,"CEFR,Taiwan",4.0,490,
prison,0.6637,"CEFR,Corpus,Taiwan",4.0,2761,4390
wine,0.6637,"CEFR,Corpus,Taiwan",4.0,3972,1399
bringout,0.6637,"CEFR,Taiwan",4.0,491,
partly,0.6636,"CEFR,Corpus,Taiwan",4.0,2570,4866
bringup,0.6636,"CEFR,Taiwan",4.0,492,
fork,0.6635,"CEFR,Corpus,Taiwan",4.0,1544,7405
representation,0.6635,"CEFR,Corpus,Taiwan",4.0,2973,3875
spot,0.6634,"CEFR,Corpus,Taiwan",4.0,3362,2915
moreover,0.6634,"CEFR,Corpus,Taiwan",4.0,2325,5478
broadly,0.6633,"CEFR,Taiwan",4.0,496,
revolution,0.6633,"CEFR,Corpus,Taiwan",4.0,3018,3771
quiet,0.6631,"CEFR,Corpus,Taiwan",4.0,2845,4205
promise,0.6628,"CEFR,Corpus,Taiwan",4.0,2791,4348
buildup,0.6625,"CEFR,Taiwan",4.0,507,
pollution,0.6624,"CEFR,Corpus,Taiwan",4.0,2694,4599
resident,0.6624,"CEFR,Corpus,Taiwan",4.0,2990,3869
burndown,0.6621,"CEFR,Taiwan",4.0,512,
touch,0.6621,"CEFR,Corpus,Taiwan",4.0,3673,2192
burnt,0.662,"CEFR,Taiwan",4.0,513,
strength,0.6619,"CEFR,Corpus,Taiwan",4.0,3423,2814
burstinto,0.6619,"CEFR,Taiwan",4.0,515,
burstout,0.6618,"CEFR,Taiwan",4.0,516,
prove,0.6617,"CEFR,Corpus,Taiwan",4.0,2808,4340
bury,0.6617,"CEFR,Taiwan",4.0,517,
pour,0.6617,"CEFR,Corpus,Taiwan",4.0,2719,4561
towards,0.6617,"CEFR,Corpus,Taiwan",4.0,3677,2194
businessman,0.6614,"CEFR,Taiwan",4.0,522,
impressive,0.6611,"CEFR,Corpus,Taiwan",4.0,1855,6716
plenty,0.6607,"CEFR,Corpus,Taiwan",4.0,2671,4715
enormous,0.6605,"CEFR,Corpus,Taiwan",4.0,1295,8121
callback,0.66,"CEFR,Taiwan",4.0,540,
callfor,0.6599,"CEFR,Taiwan",4.0,542,
calloff,0.6598,"CEFR,Taiwan",4.0,543,
passion,0.6597,"CEFR,Corpus,Taiwan",4.0,2579,4973
callup,0.6597,"CEFR,Taiwan",4.0,545,
laugh,0.6597,"CEFR,Corpus,Taiwan",4.0,2058,6263
satisfaction,0.6595,"CEFR,Corpus,Taiwan",4.0,3085,3729
calmdown,0.6595,"CEFR,Taiwan",4.0,547,
calmly,0.6595,"CEFR,Taiwan",4.0,548,
soil,0.6592,"CEFR,Corpus,Taiwan",4.0,3303,3202
fool,0.659,"CEFR,Corpus,Taiwan",4.0,1532,7585
observation,0.6586,"CEFR,Corpus,Taiwan",4.0,2447,5336
lung,0.6584,"CEFR,Corpus,Taiwan",4.0,2169,6030
cannot,0.6583,"CEFR,Taiwan",4.0,563,
cardboard,0.6576,"CEFR,Taiwan",4.0,573,
winter,0.6573,"CEFR,Corpus,Taiwan",4.0,3975,1604
carefor,0.6572,"CEFR,Taiwan",4.0,578,
spread,0.6571,"CEFR,Corpus,Taiwan",4.0,3363,3125
careless,0.657,"CEFR,Taiwan",4.0,581,
carelessly,0.6569,"CEFR,Taiwan",4.0,582,
carrot,0.6567,"CEFR,Taiwan",4.0,585,
stress,0.6566,"CEFR,Corpus,Taiwan",4.0,3424,2989
carryon,0.6566,"CEFR,Taiwan",4.0,587,
carryout,0.6565,"CEFR,Taiwan",4.0,588,
vision,0.6563,"CEFR,Corpus,Taiwan",4.0,3874,1886
truth,0.6563,"CEFR,Corpus,Taiwan",4.0,3717,2276
continuously,0.6563,"CEFR,Corpus,Taiwan",4.0,855,9349
mineral,0.6562,"CEFR,Corpus,Taiwan",4.0,2288,5811
colleague,0.6559,"CEFR,Corpus,Taiwan",4.0,731,9666
polish,0.6558,"CEFR,Corpus,Taiwan",4.0,2688,4835
wood,0.6558,"CEFR,Corpus,Taiwan",4.0,3988,1623
catchup,0.6556,"CEFR,Taiwan",4.0,600,
gather,0.6556,"CEFR,Corpus,Taiwan",4.0,1612,7501
mistake,0.6555,"CEFR,Corpus,Taiwan",4.0,2299,5805
village,0.6555,"CEFR,Corpus,Taiwan",4.0,3866,1933
slide,0.6554,"CEFR,Corpus,Taiwan",4.0,3276,3394
cease,0.6552,"CEFR,Taiwan",4.0,605,
pride,0.655,"CEFR,Corpus,Taiwan",4.0,2753,4700
shell,0.6549,"CEFR,Corpus,Taiwan",4.0,3193,3616
cellphone,0.6549,"CEFR,Taiwan",4.0,610,
passenger,0.6548,"CEFR,Corpus,Taiwan",4.0,2577,5142
centimetre,0.6546,"CEFR,Taiwan",4.0,614,
phrase,0.6545,"CEFR,Corpus,Taiwan",4.0,2632,5017
occasion,0.6544,"CEFR,Corpus,Taiwan",4.0,2452,5463
opposition,0.6544,"CEFR,Corpus,Taiwan",4.0,2499,5349
weekly,0.6543,"CEFR,Corpus,Taiwan",4.0,3926,1825
upper,0.6543,"CEFR,Corpus,Taiwan",4.0,3813,2105
heavily,0.6542,"CEFR,Corpus,Taiwan",4.0,1746,7216
odd,0.6541,"CEFR,Corpus,Taiwan",4.0,2461,5451
wife,0.6541,"CEFR,Corpus,Taiwan",4.0,3960,1750
chairwoman,0.6537,"CEFR,Taiwan",4.0,625,
hobby,0.6535,"CEFR,Corpus,Taiwan",4.0,1781,7152
happiness,0.6533,"CEFR,Corpus,Taiwan",4.0,1715,7322
changeround,0.6533,"CEFR,Taiwan",4.0,631,
shower,0.6532,"CEFR,Corpus,Taiwan",4.0,3219,3608
urban,0.6531,"CEFR,Corpus,Taiwan",4.0,3820,2127
chaseaway,0.6525,"CEFR,Taiwan",4.0,642,
differently,0.6524,"CEFR,Corpus,Taiwan",4.0,1089,8898
yourself,0.6524,"CEFR,Corpus,Taiwan",4.0,4042,1602
cheaply,0.6523,"CEFR,Taiwan",4.0,645,
youth,0.6522,"CEFR,Corpus,Taiwan",4.0,4043,1607
opposite,0.6522,"CEFR,Corpus,Taiwan",4.0,2498,5425
significantly,0.6522,"CEFR,Corpus,Taiwan",4.0,3235,3604
cheatof,0.6521,"CEFR,Taiwan",4.0,647,
tea,0.652,"CEFR,Corpus,Taiwan",4.0,3537,2862
checkin,0.652,"CEFR,Taiwan",4.0,649,
shift,0.6519,"CEFR,Corpus,Taiwan",4.0,3195,3711
wrong,0.6519,"CEFR,Corpus,Taiwan",4.0,4020,1673
sensitive,0.6519,"CEFR,Corpus,Taiwan",4.0,3149,3826
checkinto,0.6519,"CEFR,Taiwan",4.0,650,
worth,0.6518,"CEFR,Corpus,Taiwan",4.0,4007,1708
checkon,0.6518,"CEFR,Taiwan",4.0,651,
deaf,0.6518,"CEFR,Corpus,Taiwan",4.0,989,9167
joke,0.6517,"CEFR,Corpus,Taiwan",4.0,1998,6675
checkover,0.6517,"CEFR,Taiwan",4.0,653,
checkupon,0.6516,"CEFR,Taiwan",4.0,654,
cheek,0.6515,"CEFR,Taiwan",4.0,655,
cheerful,0.6514,"CEFR,Taiwan",4.0,656,
cheerfully,0.6514,"CEFR,Taiwan",4.0,657,
train,0.6513,"CEFR,Corpus,Taiwan",4.0,3691,2505
pound,0.6513,"CEFR,Corpus,Taiwan",4.0,2718,4910
waste,0.6512,"CEFR,Corpus,Taiwan",4.0,3905,1980
chemist,0.6511,"CEFR,Taiwan",4.0,660,
chew,0.6509,"CEFR,Taiwan",4.0,664,
whose,0.6505,"CEFR,Corpus,Taiwan",4.0,3955,1881
luggage,0.6505,"CEFR,Corpus,Taiwan",4.0,2166,6302
truck,0.6505,"CEFR,Corpus,Taiwan",4.0,3714,2477
chin,0.6504,"CEFR,Taiwan",4.0,670,
cleanup,0.6504,"CEFR,Corpus,Taiwan",4.0,699,9930
dressed,0.6503,"CEFR,Corpus,Taiwan",4.0,1180,8743
grab,0.6503,"CEFR,Corpus,Taiwan",4.0,1662,7552
chop,0.6499,"CEFR,Taiwan",4.0,677,
chopdown,0.6498,"CEFR,Taiwan",4.0,678,
sir,0.6498,"CEFR,Corpus,Taiwan",4.0,3252,3642
wait,0.6498,"CEFR,Corpus,Taiwan",4.0,3888,2071
chopoff,0.6497,"CEFR,Taiwan",4.0,679,
walk,0.6497,"CEFR,Corpus,Taiwan",4.0,3891,2065
outline,0.6496,"CEFR,Corpus,Taiwan",4.0,2527,5440
harmony,0.6495,"CEFR,Corpus,Taiwan",4.0,1725,7424
pill,0.6493,"CEFR,Corpus,Taiwan",4.0,2644,5159
circumstance,0.6491,"CEFR,Taiwan",4.0,687,
publish,0.649,"CEFR,Corpus,Taiwan",4.0,2819,4738
wind,0.6489,"CEFR,Corpus,Taiwan",4.0,3969,1899
clap,0.6487,"CEFR,Taiwan",4.0,693,
horn,0.6485,"CEFR,Corpus,Taiwan",4.0,1796,7283
ticket,0.648,"CEFR,Corpus,Taiwan",4.0,3628,2771
clever,0.648,"CEFR,Taiwan",4.0,703,
injured,0.6478,"CEFR,Corpus,Taiwan",4.0,1903,7042
translation,0.6476,"CEFR,Corpus,Taiwan",4.0,3696,2616
seed,0.6476,"CEFR,Corpus,Taiwan",4.0,3131,4013
sit,0.6475,"CEFR,Corpus,Taiwan",4.0,3254,3714
zone,0.6474,"CEFR,Corpus,Taiwan",4.0,4047,1757
tip,0.6473,"CEFR,Corpus,Taiwan",4.0,3641,2765
closet,0.6471,"CEFR,Taiwan",4.0,715,
mate,0.6467,"CEFR,Corpus,Taiwan",4.0,2220,6294
naturally,0.6465,"CEFR,Corpus,Taiwan",4.0,2370,5931
stick,0.6465,"CEFR,Corpus,Taiwan",4.0,3400,3387
virus,0.6464,"CEFR,Corpus,Taiwan",4.0,3872,2224
severe,0.6461,"CEFR,Corpus,Taiwan",4.0,3171,3964
coldly,0.646,"CEFR,Taiwan",4.0,729,
fence,0.646,"CEFR,Corpus,Taiwan",4.0,1469,8175
pot,0.6459,"CEFR,Corpus,Taiwan",4.0,2714,5100
lemon,0.6458,"CEFR,Corpus,Taiwan",4.0,2084,6659
wild,0.6456,"CEFR,Corpus,Taiwan",4.0,3961,2028
coloured,0.6454,"CEFR,Taiwan",4.0,738,
oxygen,0.6452,"CEFR,Corpus,Taiwan",4.0,2538,5558
declare,0.6452,"CEFR,Corpus,Taiwan",4.0,1005,9348
entertaining,0.6449,"CEFR,Corpus,Taiwan",4.0,1303,8619
comeacross,0.6448,"CEFR,Taiwan",4.0,745,
storm,0.6447,"CEFR,Corpus,Taiwan",4.0,3413,3413
comefrom,0.6447,"CEFR,Taiwan",4.0,747,
comein,0.6446,"CEFR,Taiwan",4.0,748,
comeoff,0.6446,"CEFR,Taiwan",4.0,749,
comeon,0.6445,"CEFR,Taiwan",4.0,750,
comeout,0.6444,"CEFR,Taiwan",4.0,751,
comeround,0.6443,"CEFR,Taiwan",4.0,752,
fighter,0.6442,"CEFR,Corpus,Taiwan",4.0,1481,8203
cometo,0.6442,"CEFR,Taiwan",4.0,754,
comeup,0.6441,"CEFR,Taiwan",4.0,755,
comeupto,0.644,"CEFR,Taiwan",4.0,756,
delight,0.6438,"CEFR,Corpus,Taiwan",4.0,1027,9338
comfortably,0.6438,"CEFR,Taiwan",4.0,759,
recognize,0.6436,"CEFR,Corpus,Taiwan",4.0,2895,4730
outer,0.6434,"CEFR,Corpus,Taiwan",4.0,2526,5647
lover,0.6433,"CEFR,Corpus,Taiwan",4.0,2159,6557
informal,0.6433,"CEFR,Corpus,Taiwan",4.0,1895,7210
sand,0.6433,"CEFR,Corpus,Taiwan",4.0,3082,4278
